,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KPIs - BY ACCOUNT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , - , - , - , (0), (19), (13), (19),
Red Sites ($) ,, - , - , - , - , - , - , - , - , (0), (19), (13), (19),
Red Sites (#) ,, - , - , - , - , - , - , - , - , 1 , 1 , 1 , 1 ,
Headcount,, - , - , - , - , - , - , - , - , 6 , 9 , 9 , 9 ,
Separations ,, - , - , - , - , - , - , - , - , - , - , 1 , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,11.1%,0.0%,
CSAT ,,,,,,,,,,, 2.75 , 4.25 , 4.25 ,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Microsoft - TBH,,,,,,,,,,,,,,
Revenue ($) ," 4,197 "," 4,276 "," 4,048 "," 4,375 "," 4,466 "," 4,402 "," 4,396 "," 4,699 "," 4,562 "," 4,965 "," 5,108 "," 4,786 "," 5,376 ",
Growth (%) ,0.0%,1.9%,-3.6%,4.2%,6.4%,4.9%,4.7%,12.0%,8.7%,18.3%,21.7%,14.0%,28.1%,
Gap ($) , - , - , - , - , - , (16), - , - , - , - , (12), (74), - ,
Red Sites ($) , (93), (126), (108), (75), (49), (108), (105), (76), (96), (51), (72), (136), (92),
Red Sites (#) , 8 , 3 , 5 , 6 , 8 , 6 , 8 , 3 , 6 , 4 , 6 , 6 , 4 ,
Headcount, 465 , 517 , 499 , 504 , 509 , 514 , 514 , 518 , 535 , 559 , 581 , 592 , 600 ,
Separations , 1 , 4 , 6 , 9 , 3 , 2 , 6 , 9 , 9 , 10 , 10 , 8 , 13 ,
Turnover (%) ,0.2%,0.8%,1.2%,1.8%,0.6%,0.4%,1.2%,1.7%,1.7%,1.8%,1.7%,1.4%,2.2%,
CSAT , 4.65 , 4.97 , 4.49 , 4.55 , 4.64 , 4.84 , 4.70 , 4.47 , 4.65 , 4.56 , 4.53 , 4.68 , 4.66 ,
YTD Claims , 3 , - , 1 , 2 , 2 , 2 , 2 , 2 , 2 , 3 , 3 , 4 , 4 ,
YTD Recordables , 2 , - , - , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 2 ,
TRIR , 0.46 , -   , -   , 0.90 , 0.65 , 0.52 , 0.43 , 0.36 , 0.31 , 0.27 , 0.24 , 0.44 , 0.40 ,
Google - Paul Rhodes,,,,,,,,,,,,,,
Revenue ($) ," 2,597 "," 2,629 "," 2,697 "," 2,686 "," 2,682 "," 2,849 "," 3,151 "," 2,838 "," 2,888 "," 2,981 "," 3,024 "," 3,388 "," 3,398 ",
Growth (%) ,0.0%,1.2%,3.9%,3.4%,3.3%,9.7%,21.3%,9.3%,11.2%,14.8%,16.4%,30.5%,30.9%,
Gap ($) , - , - , - , (22), (32), - , - , (9), - , - , - , - , - ,
Red Sites ($) , (52), (40), (39), (78), (88), (52), (23), (84), (48), (25), (75), (103), (49),
Red Sites (#) , 14 , 16 , 18 , 19 , 19 , 18 , 17 , 18 , 21 , 16 , 18 , 19 , 17 ,
Headcount, 313 , 323 , 333 , 328 , 328 , 326 , 321 , 325 , 327 , 337 , 344 , 342 , 342 ,
Separations , 2 , 4 , 2 , 4 , 5 , 4 , 5 , 2 , 5 , 1 , 4 , 7 , 2 ,
Turnover (%) ,0.6%,1.2%,0.6%,1.2%,1.5%,1.2%,1.6%,0.6%,1.5%,0.3%,1.2%,2.0%,0.6%,
CSAT , 4.63 , 4.60 , 4.69 , 4.67 , 4.50 , 4.61 , 4.57 , 4.28 , 4.47 , 4.57 , 4.72 , 4.61 , 4.58 ,
YTD Claims , 4 , - , 2 , 5 , 5 , 5 , 5 , 5 , 6 , 6 , 9 , 9 , 10 ,
YTD Recordables , - , - , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 ,
TRIR , -   , -   , 4.32 , 2.79 , 2.05 , 1.65 , 1.38 , 1.18 , 1.03 , 0.91 , 0.80 , 0.74 , 0.67 ,
Adobe Systems - Rosalvina Quinonez,,,,,,,,,,,,,,
Revenue ($) ,, - , - , 109 , 112 , 106 , 110 , 810 , 783 , 748 , 759 , 757 , 855 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , (21), (29), (43), (32), - , - , (105), (68), (107), (94),
Red Sites ($) ,, - , - , (21), (29), (43), (32), (32), (32), (105), (68), (107), (94),
Red Sites (#) ,, - , - , 1 , 1 , 2 , 3 , 2 , 2 , 5 , 5 , 5 , 5 ,
Headcount,, - , 27 , 24 , 27 , 26 , 104 , 106 , 110 , 107 , 106 , 110 , 106 ,
Separations ,, - , - , 1 , - , 1 , 1 , 1 , 1 , 3 , - , 4 , 4 ,
Turnover (%) ,0.0%,0.0%,0.0%,4.2%,0.0%,3.8%,1.0%,0.9%,0.9%,2.8%,0.0%,3.6%,3.8%,
CSAT ,,,,,,,, 4.50 , 4.31 , 4.19 , 4.44 , 4.25 , 4.63 ,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
HPE - Stuart Kelloff,,,,,,,,,,,,,,
Revenue ($) , 161 , 177 , 177 , 165 , 164 , 173 , 177 , 196 , 193 , 241 , 168 , 180 , 156 ,
Growth (%) ,0.0%,10.1%,9.7%,2.2%,2.0%,7.2%,10.1%,21.4%,19.9%,49.6%,4.5%,11.7%,-3.3%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , (5), - , (6), (2), (3), - , - , - , (2), - , - , - , - ,
Red Sites (#) , 1 , - , 1 , 1 , 1 , - , - , - , 1 , - , - , - , - ,
Headcount, 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 15 , 14 , 14 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,, 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 1 , 1 ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
AMD - Zeeshan Masroor,,,,,,,,,,,,,,
Revenue ($) , 128 , 131 , 134 , 131 , 145 , 132 , 131 , 132 , 132 , 135 , 148 , 164 , 148 ,
Growth (%) ,0.0%,2.4%,4.6%,2.1%,12.7%,3.0%,2.0%,3.0%,2.8%,5.6%,15.8%,28.1%,15.2%,
Gap ($) , - , (6), (9), (14), (0), (4), - , (3), (23), (9), (10), - , - ,
Red Sites ($) , - , (8), (13), (14), (2), (10), (1), (3), (23), (10), (10), (0), (0),
Red Sites (#) , - , 1 , 1 , 3 , 2 , 1 , 1 , 2 , 3 , 2 , 3 , 1 , 2 ,
Headcount, 21 , 24 , 23 , 24 , 24 , 23 , 23 , 22 , 25 , 27 , 24 , 26 , 26 ,
Separations , - , - , 2 , 2 , - , 1 , - , 2 , - , - , 3 , 2 , - ,
Turnover (%) ,0.0%,0.0%,8.7%,8.3%,0.0%,4.3%,0.0%,9.1%,0.0%,0.0%,12.5%,7.7%,0.0%,
CSAT , 5.00 , 4.94 , 4.75 , 3.50 , 4.96 , 4.38 , 5.00 , 4.25 , 4.58 , 4.58 , 4.38 , 4.75 , 4.25 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
IRG Realty Advisors - Russell Ober,,,,,,,,,,,,,,
Revenue ($) , 78 , 81 , 82 , 83 , 88 , 79 , 78 , 81 , 74 , 83 , 81 , 73 , 82 ,
Growth (%) ,0.0%,4.0%,5.5%,7.3%,13.5%,1.8%,0.3%,4.0%,-4.6%,7.4%,3.8%,-5.5%,6.2%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount, 14 , 14 , 15 , 15 , 13 , 13 , 14 , 14 , 13 , 13 , 14 , 12 , 13 ,
Separations , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,7.7%,0.0%,0.0%,0.0%,7.7%,0.0%,0.0%,0.0%,0.0%,
CSAT , 5.00 , 5.00 , 5.00 , 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 4.75 , 5.00 , 5.00 , 5.00 , 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Omnicom - Zeeshan Masroor,,,,,,,,,,,,,,
Revenue ($) ,, - , - , 104 , 105 , 107 , 110 , 110 , 110 , 116 , 135 , 133 , 135 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , (2), (9), (19), (20), (13), (8), (1), (4), (26), (18), (15),
Red Sites ($) ,, - , (2), (11), (19), (20), (18), (8), (5), (5), (28), (22), (16),
Red Sites (#) ,, - , 3 , 3 , 4 , 4 , 3 , 4 , 2 , 5 , 3 , 2 , 3 ,
Headcount,, - , 11 , 24 , 24 , 26 , 25 , 24 , 23 , 31 , 34 , 32 , 32 ,
Separations ,, - , - , 3 , 6 , - , - , 1 , - , - , - , 1 , - ,
Turnover (%) ,0.0%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,4.2%,0.0%,0.0%,0.0%,3.1%,0.0%,
CSAT ,,,, 4.33 , 4.54 , 3.71 , 3.83 , 4.43 , 4.33 , 4.70 , 4.43 , 4.63 , 4.71 ,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
TGS Management - Zeeshan Masroor,,,,,,,,,,,,,,
Revenue ($) , 45 , 45 , 52 , 49 , 51 , 49 , 52 , 51 , 50 , 50 , 50 , 51 , 50 ,
Growth (%) ,0.0%,-0.6%,15.0%,9.1%,12.2%,9.1%,13.5%,12.5%,10.1%,11.0%,10.5%,12.4%,10.7%,
Gap ($) , (2), (11), - , - , (0), (1), (0), (1), - , - , (1), (2), (9),
Red Sites ($) , (2), (11), - , - , (0), (1), (0), (1), - , - , (1), (2), (9),
Red Sites (#) , 1 , 1 , - , - , 1 , 1 , 1 , 1 , - , - , 1 , 1 , 1 ,
Headcount, 7 , 7 , 7 , 7 , 7 , 7 , 8 , 8 , 8 , 8 , 8 , 8 , 8 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 5.00 , 5.00 , 5.00 ,, 3.75 , 3.75 , 4.50 , 5.00 , 4.75 ,, 4.75 , 5.00 , 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Computershare - Russell Ober,,,,,,,,,,,,,,
Revenue ($) , 61 , 57 , 59 , 58 , 57 , 62 , 60 , 56 , 55 , 64 , 70 , 63 , 65 ,
Growth (%) ,0.0%,-5.4%,-1.7%,-3.6%,-6.2%,1.8%,0.0%,-7.6%,-9.1%,5.7%,15.4%,3.9%,8.0%,
Gap ($) , - , - , (1), - , - , - , (1), (4), (8), (0), (7), (3), (8),
Red Sites ($) , (0), (0), (1), (0), (0), (0), (1), (4), (8), (5), (7), (4), (8),
Red Sites (#) , 1 , 1 , 2 , 1 , 1 , 1 , 2 , 3 , 3 , 2 , 2 , 2 , 3 ,
Headcount, 6 , 6 , 6 , 6 , 6 , 6 , 7 , 7 , 7 , 8 , 8 , 8 , 8 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 5.00 , 5.00 , 5.00 , 4.63 , 5.00 , 5.00 , 5.00 , 4.82 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Edged Energy - William Nelson,,,,,,,,,,,,,,
Revenue ($) , 15 , 43 , 32 , 32 , 30 , 36 , 43 , 42 , 42 , 48 , 49 , 64 , 48 ,
Growth (%) ,0.0%,196.2%,118.6%,119.1%,109.1%,146.9%,197.8%,191.6%,191.6%,232.1%,237.9%,341.8%,232.4%,
Gap ($) , - , - , - , - , - , (0), - , - , - , - , (0), - , (4),
Red Sites ($) , (1), - , (0), (4), (1), (1), (0), (0), (1), (0), (2), (5), (14),
Red Sites (#) , 2 , - , 1 , 1 , 2 , 3 , 1 , 1 , 2 , 1 , 2 , 3 , 3 ,
Headcount, 3 , 4 , 3 , 4 , 6 , 6 , 7 , 7 , 8 , 9 , 9 , 10 , 11 ,
Separations , - , - , 2 , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,66.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,, 5.00 , 4.88 , 4.79 , 5.00 , 4.94 , 4.65 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
SoftLayer Technologies - Zeeshan Masroor,,,,,,,,,,,,,,
Revenue ($) , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 ,
Growth (%) ,0.0%,6.1%,0.0%,4.7%,0.0%,0.0%,0.0%,0.0%,4.3%,2.1%,3.1%,0.0%,4.4%,
Gap ($) , - , - , - , - , - , - , (0), - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , (0), - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , 1 , - , - , - , - , - , - ,
Headcount, 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,, 5.00 ,,,,, 5.00 , 5.00 , 5.00 , 4.38 , 4.00 , 4.75 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
CPI Satcom - Zeeshan Masroor,,,,,,,,,,,,,,
Revenue ($) , 7 , 7 , 7 , 7 , 7 , 7 , 7 , 7 , 3 , 3 , 3 , 3 , 3 ,
Growth (%) ,0.0%,-0.7%,-0.7%,-0.7%,-0.7%,-0.7%,-0.7%,-0.7%,-58.8%,-58.8%,-58.8%,-58.8%,-52.7%,
Gap ($) , (0), (0), (0), (0), (1), (0), (1), - , (0), (0), - , (0), (0),
Red Sites ($) , (0), (0), (0), (0), (1), (0), (1), (0), (1), (0), (0), (0), (0),
Red Sites (#) , 1 , 1 , 1 , 1 , 2 , 1 , 2 , 1 , 1 , 1 , 1 , 1 , 1 ,
Headcount, 2 , 2 , 2 , 2 , 2 , 2 , 2 , 1 , 1 , 1 , 1 , 1 , 1 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 5.00 , 4.50 , 4.50 , 4.75 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Samsung - TBH,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , - , - , - , - , - , - , (0),
Red Sites ($) ,, - , - , - , - , - , - , - , - , - , - , - , (0),
Red Sites (#) ,, - , - , - , - , - , - , - , - , - , - , - , 1 ,
Headcount,, - , - , - , - , - , - , - , - , - , - , - , - ,
Separations ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
