,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KPIs - BY ACCOUNT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,
Growth (%) ,0.0%,0.0%,0.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,
Gap ($) , (2), (1), (1), (2), (2), (2), (2), (2), (2), (2), (2), (2), (3),
Red Sites ($) , (2), (1), (1), (2), (2), (2), (2), (2), (2), (2), (2), (2), (3),
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Headcount, 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Illumina - TBH,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
ImmPACT Bio - TBH,,,,,,,,,,,,,,
Revenue ($) , 24 , 28 , 28 , 28 , 24 , 24 , 23 , - , - , - , - , - , - ,
Growth (%) ,0.0%,16.0%,18.6%,17.0%,-0.6%,-0.6%,-5.1%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,-100.0%,
Gap ($) , - , - , - , - , - , - , - , (0), (0), - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , (0), (0), - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - ,
Headcount, 3 , 3 , 3 , 3 , 3 , 3 , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 3.88 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
John Muir Health - TBH,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Just-Evotech Biologics - TBH,,,,,,,,,,,,,,
Revenue ($) , 133 , 135 , 135 , 136 , 126 , 132 , 132 , 194 , 26 , 3 , - , - , (0),
Growth (%) ,0.0%,1.4%,1.6%,2.3%,-5.3%,-1.2%,-1.1%,45.9%,-80.5%,-97.6%,-100.0%,-100.0%,-100.3%,
Gap ($) , - , - , - , - , - , (2), (2), (1), (1), (0), (2), - , (0),
Red Sites ($) , - , - , - , - , - , (2), (2), (1), (1), (0), (2), - , (0),
Red Sites (#) , - , - , - , - , - , 1 , 1 , 1 , 1 , 1 , 1 , - , 1 ,
Headcount, 16 , 16 , 16 , 15 , 16 , 17 , 17 , 15 , - , - , - , - , - ,
Separations , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,6.7%,6.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 4.50 , 4.69 , 4.84 , 4.32 , 5.00 , 5.00 , 5.00 , 5.00 ,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Kashi Company - TBH,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , (0), - , - , - , - , - , - ,
Red Sites ($) ,, - , - , - , - , - , (0), - , - , - , - , - , - ,
Red Sites (#) ,, - , - , - , - , - , 1 , - , - , - , - , - , - ,
Headcount,, - , - , - , - , - , - , - , - , - , - , - , - ,
Separations ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Latigo Biotherapeutics - TBH,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , (0), - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , (0), - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , 1 , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Mallinckrodt Pharmaceuticals - TBH,,,,,,,,,,,,,,
Revenue ($) , 29 , 43 , 43 , 43 , 43 , 15 , 15 , 15 , 11 , 10 , 10 , 10 , 10 ,
Growth (%) ,0.0%,50.0%,50.0%,50.0%,50.0%,-48.6%,-48.6%,-48.6%,-62.9%,-65.2%,-65.2%,-65.2%,-65.2%,
Gap ($) , - , - , - , - , - , (4), - , - , - , - , - , - , - ,
Red Sites ($) , - , (1), (1), (1), (0), (4), (0), - , (0), - , - , - , - ,
Red Sites (#) , - , 1 , 1 , 1 , 1 , 2 , 1 , - , 1 , - , - , - , - ,
Headcount, 8 , 8 , 8 , 8 , 3 , 3 , 3 , 3 , 2 , 2 , 2 , 2 , 2 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,, 4.00 ,,, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,
YTD Claims , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 12.55 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Medtronic - Gisell Langelier,,,,,,,,,,,,,,
Revenue ($) , 476 , 479 , 466 , 492 , 484 , 512 , 513 , 536 , 523 , 559 , 628 , 587 , 586 ,
Growth (%) ,0.0%,0.5%,-2.2%,3.3%,1.6%,7.4%,7.6%,12.4%,9.7%,17.3%,31.7%,23.1%,23.0%,
Gap ($) , - , (15), (13), (2), (26), - , (4), - , (5), (19), (20), (23), - ,
Red Sites ($) , (7), (15), (18), (22), (26), (7), (8), (7), (15), (23), (27), (30), (1),
Red Sites (#) , 4 , 7 , 8 , 3 , 7 , 3 , 4 , 3 , 5 , 7 , 7 , 6 , 1 ,
Headcount, 67 , 65 , 67 , 70 , 72 , 72 , 72 , 71 , 71 , 91 , 88 , 86 , 85 ,
Separations , 1 , 1 , - , 2 , 1 , - , - , 1 , 1 , 3 , 6 , 2 , 1 ,
Turnover (%) ,1.5%,1.5%,0.0%,2.9%,1.4%,0.0%,0.0%,1.4%,1.4%,3.3%,6.8%,2.3%,1.2%,
CSAT , 4.24 , 4.35 , 4.08 , 4.19 , 4.13 , 4.34 , 4.39 , 4.45 , 4.26 , 4.75 , 4.46 , 4.54 , 4.53 ,
YTD Claims , - , - , - , - , - , - , - , - , 1 , 1 , 4 , 4 , 4 ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Moderna Biotechnology Company - Scott Kimball,,,,,,,,,,,,,,
Revenue ($) , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-100.0%,
Gap ($) , (0), (4), (2), (3), (2), (1), (1), - , - , (0), - , - , - ,
Red Sites ($) , (0), (4), (2), (3), (2), (1), (1), - , - , (0), (0), - , - ,
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , 1 , - , - , 1 , 1 , - , - ,
Headcount, - , - , - , - , - , - , - , - , - , - , - , - , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Neogene Therapeutics - TBH,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount,, - , - , - , - , - , - , - , - , - , - , - , - ,
Separations ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Neurotech International - TBH,,,,,,,,,,,,,,
Revenue ($) , 7 , 7 , 7 , 7 , 7 , 7 , 7 , 7 , 7 , 7 , 7 , 7 , 7 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , (1), (1), (1), (1), (1), (1), (1), (0), (1), (1), (1), (0), (1),
Red Sites ($) , (1), (1), (1), (1), (1), (1), (1), (0), (1), (1), (1), (0), (1),
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Headcount, 3 , 3 , 3 , 4 , 3 , 3 , 3 , 3 , 3 , 3 , 3 , 3 , 3 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Novartis - Michael Barry,,,,,,,,,,,,,,
Revenue ($) , 691 , 671 , 652 , 620 , 646 , 620 , 604 , 590 , 606 , 571 , 648 , 608 , 648 ,
Growth (%) ,0.0%,-2.9%,-5.7%,-10.3%,-6.5%,-10.3%,-12.7%,-14.6%,-12.4%,-17.4%,-6.3%,-12.0%,-6.3%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , (1), (2), (1), (2), (4), (4), (6), (3), (2), (3), (8), (4), (4),
Red Sites (#) , 2 , 2 , 3 , 3 , 3 , 5 , 4 , 3 , 2 , 3 , 4 , 3 , 3 ,
Headcount, 97 , 97 , 97 , 96 , 97 , 93 , 93 , 89 , 90 , 87 , 86 , 84 , 86 ,
Separations , - , - , - , - , - , - , - , 1 , - , 3 , - , 1 , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.1%,0.0%,3.4%,0.0%,1.2%,0.0%,
CSAT , 4.54 , 4.54 , 4.50 , 4.58 , 4.18 , 4.50 , 4.43 , 4.59 , 4.63 , 4.71 , 4.71 , 4.54 , 4.77 ,
YTD Claims , 4 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 1.22 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Oncovalent Therapeutics - TBH,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount,, - , - , - , - , - , - , - , - , - , - , - , - ,
Separations ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Ortho Clinical Diagnostics - TBH,,,,,,,,,,,,,,
Revenue ($) , 34 , 34 , 34 , 34 , 34 , 34 , 34 , 34 , 34 , 34 , 34 , 125 , 125 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,263.8%,264.0%,
Gap ($) , (4), (3), (3), (4), (5), (4), (2), (2), (4), (3), (6), (40), - ,
Red Sites ($) , (4), (3), (3), (4), (5), (4), (2), (2), (4), (3), (6), (40), (7),
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 2 , 1 ,
Headcount, 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 14 , 18 , 32 ,
Separations , - , - , - , - , - , - , - , - , - , - , 4 , - , 3 ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,28.6%,0.0%,9.4%,
CSAT ,, 5.00 ,, 4.00 ,,,, 4.25 , 4.78 , 5.00 , 4.63 , 5.00 , 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Pfizer - TBH,,,,,,,,,,,,,,
Revenue ($) , 18 , 16 , 16 , 16 , 23 , 19 , 22 , 19 , 19 , 17 , 19 , 19 , 19 ,
Growth (%) ,0.0%,-11.2%,-11.2%,-11.2%,27.7%,5.3%,21.6%,5.3%,5.3%,-6.0%,5.3%,5.3%,5.3%,
Gap ($) , (3), (0), (1), (3), - , (5), (2), (4), (4), (1), (1), (3), (5),
Red Sites ($) , (3), (0), (1), (3), - , (5), (2), (4), (4), (1), (1), (3), (5),
Red Sites (#) , 1 , 1 , 1 , 1 , - , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Headcount, 5 , 5 , 6 , 6 , 6 , 6 , 6 , 7 , 7 , 6 , 6 , 7 , 7 ,
Separations , 1 , - , - , - , 1 , - , - , - , - , 1 , - , - , - ,
Turnover (%) ,20.0%,0.0%,0.0%,0.0%,16.7%,0.0%,0.0%,0.0%,0.0%,16.7%,0.0%,0.0%,0.0%,
CSAT , 4.00 , 4.00 , 4.00 , 4.00 , 4.00 , 4.00 , 4.00 , 4.00 , 4.00 , 4.00 , 3.50 , 3.63 , 4.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Pharmasphere - TBH,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount,, - , - , - , - , - , - , - , - , - , - , - , - ,
Separations ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Pinston Pharmceutical - TBH,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount,, - , - , - , - , - , - , - , - , - , - , - , - ,
Separations ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,,,,,,,,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
PTC Therapeutics - TBH,,,,,,,,,,,,,,
Revenue ($) , 47 , 49 , 47 , 47 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 ,
Growth (%) ,0.0%,3.4%,0.0%,0.0%,-78.7%,-78.7%,-78.7%,-78.7%,-78.7%,-78.7%,-78.7%,-78.7%,-78.7%,
Gap ($) , - , (3), (4), - , (4), (4), (1), (0), (1), (2), (2), (2), (2),
Red Sites ($) , - , (3), (4), - , (4), (4), (1), (0), (1), (2), (2), (2), (2),
Red Sites (#) , - , 1 , 1 , - , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Headcount, 6 , 6 , 6 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,, 4.25 , 4.58 , 4.50 , 4.50 , 4.50 , 4.50 , 4.25 , 4.50 , 4.50 , 4.50 , 4.50 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Roche Holding - TBH,,,,,,,,,,,,,,
Revenue ($) , 82 , 78 , 79 , 87 , 78 , 82 , 79 , 82 , 84 , 83 , 83 , 86 , 85 ,
Growth (%) ,0.0%,-4.5%,-2.9%,5.8%,-5.3%,0.6%,-3.8%,0.1%,3.2%,1.8%,1.0%,4.7%,3.8%,
Gap ($) , (1), - , (0), - , (1), - , (0), - , - , (2), (0), (2), (2),
Red Sites ($) , (1), (0), (0), (0), (1), - , (0), - , - , (2), (0), (2), (2),
Red Sites (#) , 2 , 1 , 2 , 1 , 2 , - , 1 , - , - , 1 , 1 , 1 , 1 ,
Headcount, 17 , 17 , 18 , 18 , 18 , 18 , 18 , 18 , 17 , 17 , 16 , 17 , 17 ,
Separations , - , - , - , - , 1 , - , - , - , - , - , 1 , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,5.6%,0.0%,0.0%,0.0%,0.0%,0.0%,6.3%,0.0%,0.0%,
CSAT ,, 4.75 ,,, 4.50 ,,, 4.50 ,,, 4.50 ,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Saint Elizabeth Medical Center - TBH,,,,,,,,,,,,,,
Revenue ($) , 25 , 25 , 25 , 25 , 25 , 25 , 25 , 25 , 25 , 25 , 27 , 25 , 25 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,9.4%,0.0%,0.0%,
Gap ($) , - , (0), (2), (4), (1), (2), - , (0), (1), (12), (5), (3), - ,
Red Sites ($) , - , (0), (2), (4), (1), (2), - , (0), (1), (12), (5), (3), - ,
Red Sites (#) , - , 1 , 1 , 1 , 1 , 1 , - , 1 , 1 , 1 , 1 , 1 , - ,
Headcount, 8 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 7 , 7 , 7 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Seattle Children's Research Institute - TBH,,,,,,,,,,,,,,
Revenue ($) , 138 , 132 , 129 , 133 , 146 , 135 , 161 , 149 , 134 , 141 , 138 , 134 , 136 ,
Growth (%) ,0.0%,-4.0%,-6.4%,-3.8%,5.9%,-1.7%,16.7%,8.0%,-2.5%,2.0%,0.0%,-2.9%,-1.6%,
Gap ($) , - , - , (4), (6), (1), (5), - , (9), (3), - , (8), - , - ,
Red Sites ($) , - , - , (4), (6), (1), (5), - , (9), (3), - , (8), - , - ,
Red Sites (#) , - , - , 1 , 1 , 1 , 1 , - , 1 , 1 , - , 1 , - , - ,
Headcount, 15 , 15 , 14 , 14 , 14 , 14 , 15 , 14 , 16 , 15 , 16 , 15 , 14 ,
Separations , 1 , - , 1 , 1 , - , - , - , 1 , - , 1 , - , - , 1 ,
Turnover (%) ,6.7%,0.0%,7.1%,7.1%,0.0%,0.0%,0.0%,7.1%,0.0%,6.7%,0.0%,0.0%,7.1%,
CSAT , 5.00 , 5.00 , 5.00 , 4.75 , 5.00 , 5.00 , 4.75 , 5.00 , 5.00 , 5.00 , 4.88 , 4.75 , 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Stanislaus County Health Service - TBH,,,,,,,,,,,,,,
Revenue ($) , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , 8 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , (1), (1), (1), (2), (2), (1), (2), (0), (1), (1), (2), (1), (1),
Red Sites ($) , (1), (1), (1), (2), (2), (1), (2), (0), (1), (1), (2), (1), (1),
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Headcount, 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
